date,coin_id,price_usd,daily_active_addresses,transaction_volume,marketcap_usd,whale_trans_count_100k,whale_trans_volume_100k,whale_trans_count_1m,whale_trans_volume_1m
2024-03-01,bitcoin,62440.63254180103,1063068.0,525061.9870133603,1226468270481.0,21568.0,30536078618.73439,3809.0,26116944720.3056
2024-03-02,bitcoin,62029.84605757175,843368.0,186448.85004091013,1218449164617.0,10735.0,10156833516.588013,1837.0,7715922429.863701
2024-03-03,bitcoin,63167.37035753327,863665.0,175611.39372016006,1240856664935.0,9748.0,9558722022.31859,1912.0,7369969629.993492
2024-03-04,bitcoin,68330.41560809381,898039.0,453465.87831595994,1342332633739.0,17744.0,28092310602.558796,3572.0,23876026007.061146
2024-03-05,bitcoin,63776.051425797086,1170234.0,602443.5625682902,1252930339356.0,24314.0,37232928737.0354,4582.0,31547751981.86864
2024-03-06,bitcoin,66099.74165249406,927415.0,644463.7047638198,1298635184350.0,20048.0,40581924023.46965,3783.0,36056321633.088585
2024-03-07,bitcoin,66938.09348483397,1033275.0,455074.09247290995,1315182056071.0,18788.0,28567633146.26229,3334.0,24445254069.346626
2024-03-08,bitcoin,68299.2597262835,954690.0,436489.07532930025,1341992893971.0,16446.0,27985524738.373165,3401.0,24177747627.621834
2024-03-09,bitcoin,68502.92480308012,935010.0,195811.61076686,1346067059222.0,11822.0,11919553741.332253,2177.0,9320114777.29505
2024-03-10,bitcoin,69019.78636380575,870218.0,212760.63670516002,1356284493147.0,11851.0,13352447105.09308,2274.0,10740715849.736168
2024-03-11,bitcoin,72125.12162670451,1134132.0,517637.5442419099,1417380747796.0,20529.0,35030836453.84543,4425.0,30258752420.740173
2024-03-12,bitcoin,71482.1170682073,1036149.0,468554.43987023,1404810311680.0,17283.0,31605485344.52673,3865.0,27529895971.1695
2024-03-13,bitcoin,73079.3733787985,1097813.0,531561.3250881403,1436271822606.0,19388.0,36738291856.9013,3890.0,32313828779.080612
2024-03-14,bitcoin,71465.39347708257,999641.0,496967.8489575797,1404616576095.0,23838.0,33771418312.16517,3762.0,27674491032.688858
2024-03-15,bitcoin,69522.72820350363,966184.0,442525.0238949605,1366488758726.0,17738.0,28372648470.713326,3626.0,24123504856.52443
2024-03-16,bitcoin,65314.04975318742,927359.0,196620.76895762014,1283825175676.0,12901.0,11938559017.112556,2122.0,8416293925.279053
2024-03-17,bitcoin,68405.47692804942,869463.0,245769.66302867007,1344649880249.0,11382.0,15155475049.934574,2263.0,12347262203.694704
2024-03-18,bitcoin,67725.64608349965,903996.0,348125.56616064,1331347364427.0,13056.0,22117444246.745914,2894.0,18890149255.376175
2024-03-19,bitcoin,61930.15489598999,992024.0,436924.4304880202,1217479093666.0,18642.0,26162324013.553146,3432.0,21322627502.2681
2024-03-20,bitcoin,67911.58386688108,948059.0,367404.51619466004,1335131959555.0,17572.0,21937287823.387722,3072.0,16560319799.641344
2024-03-21,bitcoin,65489.92845968356,820291.0,366964.05323833035,1287574561971.0,17235.0,22959363145.874184,2896.0,18112274617.424416
2024-03-22,bitcoin,63802.72196330339,900470.0,400961.08312570956,1254457600698.0,13337.0,24382838067.013847,2792.0,21063745926.574203
2024-03-23,bitcoin,64070.75213117397,921385.0,361733.8307762691,1259788729091.0,9781.0,21994227827.36163,1548.0,19639216247.824184
2024-03-24,bitcoin,67234.09757567824,909077.0,159266.99322808004,1322058484489.0,8233.0,9224562833.483341,1542.0,7110420961.575837
2024-03-25,bitcoin,69931.326350589,914686.0,322589.75152729015,1375150091237.0,14832.0,20694246075.702366,2764.0,16978766614.595392
2024-03-26,bitcoin,69991.8965149852,873068.0,425151.24661449983,1376403313500.0,13124.0,28221006300.345325,2691.0,24772276614.6844
2024-03-27,bitcoin,69452.77110540151,864106.0,386403.7828599303,1365860349595.0,13532.0,25417993209.578274,2862.0,21999824726.521267
2024-03-28,bitcoin,70744.7965151497,943614.0,398579.33535830973,1391336144444.0,15529.0,26533340534.75817,3066.0,22289282844.908012
2024-03-29,bitcoin,69893.44428826064,848831.0,268891.2062593203,1374656364302.0,11878.0,17332388763.58653,2469.0,14525936944.77667
2024-03-30,bitcoin,69647.77903042674,830224.0,147595.57641491026,1369892136469.0,8144.0,9150108624.195662,1602.0,7171112014.420357
2024-03-31,bitcoin,71333.4847168797,696766.0,150984.42637256015,1403108244336.0,7920.0,9621978002.721737,1627.0,7701662617.629589
2024-04-01,bitcoin,69705.02432247385,955885.0,381308.52918355033,1371141394063.0,15456.0,24965853156.122406,2983.0,21100053027.23105
2024-04-02,bitcoin,65446.67176390298,956261.0,393138.42458693986,1287439112104.0,14417.0,24427827361.23737,2939.0,20627487043.93041
2024-04-03,bitcoin,65975.69666720922,965050.0,334521.2623682001,1297904385609.0,14454.0,20670089747.083397,2372.0,17169565474.18575
2024-04-04,bitcoin,68515.75426045065,971063.0,364248.51921109,1347932221576.0,16484.0,22960662781.632824,2427.0,18348832259.024734
2024-04-05,bitcoin,67840.573581488,953398.0,267122.5501885799,1334713625916.0,14614.0,16576285602.13349,2623.0,12943104739.191778
2024-04-06,bitcoin,68897.11112989445,915511.0,178764.1436826202,1355566990096.0,10803.0,10892173586.468655,1985.0,8522961303.352408
2024-04-07,bitcoin,69362.55400451658,835817.0,161391.00100061012,1364795785582.0,11126.0,10025254926.992516,1949.0,7422746951.686938
2024-04-08,bitcoin,71632.50266223135,892864.0,395504.47617413005,1409529731788.0,14260.0,26717143126.33123,3261.0,23208558697.69529
2024-04-09,bitcoin,69140.24064345585,898858.0,300876.8409656901,1360554169765.0,12393.0,19640943005.558926,2684.0,16455866565.540215
2024-04-10,bitcoin,70575.73216400378,848933.0,333081.43355723046,1388869502131.0,10488.0,21763376377.773483,2459.0,19170060386.775024
2024-04-11,bitcoin,70061.37960145625,747001.0,266210.2692713502,1378806199022.0,11600.0,17470008721.633312,2261.0,14700351874.919891
2024-04-12,bitcoin,67188.37642732695,829411.0,287554.2794426602,1322318848763.0,13005.0,18287233169.985874,2273.0,14960682054.386578
2024-04-13,bitcoin,63836.23183658272,864508.0,199177.77472120026,1256414309702.0,11000.0,11848132214.176714,1837.0,9032046221.696314
2024-04-14,bitcoin,65738.72388687795,846739.0,168983.87699330034,1293922154521.0,8993.0,9686956386.048344,1602.0,7448196338.029554
2024-04-15,bitcoin,63434.319634778025,810364.0,313898.0049493603,1248622117395.0,13045.0,19018321887.204044,2189.0,15731708380.791754
